Patrícia Dias,33695609312,56,517039560
Rafael Barbosa,85377490249,69,930141388
Lucas Cavalcante,30385493927,89,337324361
Camila Teixeira,08761354410,24,125895703
Gustavo Pereira,89222495878,58,754938688
Gabriel Gomes,58972617497,90,007070552
Ricardo Pereira,03269475325,74,637533035
André Pereira,73265637123,38,654731971
Ana Melo,25374871119,75,852149488
Patrícia Pires,77844306843,57,095994315
Tatiane Nascimento,06633215830,55,868084186
João Fernandes,57191218199,32,510762856
André Reis,52734386875,79,343060670
Letícia Carvalho,52219713259,25,437734310
Bruno Souza,28801308093,90,942993519
Carolina Lima,89856523418,56,077392377
Larissa Batista,51637472994,77,402803029
Sérgio Cavalcante,42620344977,88,217418744
Larissa Costa,47537625726,87,791951007
Amanda Silva,85822652947,54,273453214
Isabela Carvalho,18545296963,89,058393997
Rodrigo Almeida,06532144328,21,572019740
Carlos Pereira,11090783301,26,375135149
Camila Souza,78678719467,75,928745057
Paulo Reis,11081366762,60,328127280
Tatiane Carvalho,37723512455,32,719511962
Beatriz Pereira,35769579469,41,127968007
Bruno Rodrigues,77593046039,18,768137432
Bruno Nascimento,11645918395,37,357886883
Bruno Rocha,66824682387,79,076093238
Ana Araújo,81413065282,37,898093481
Gustavo Teixeira,66773016568,20,889107669
Lucas Freitas,59579911409,79,044162130
Diego Almeida,24113633908,19,555068184
Gabriel Moreira,11188365321,30,452653429
Gustavo Almeida,58464245653,48,786536018
Rafael Nascimento,07799861746,32,261036660
Rodrigo Moura,79570280870,42,834909401
Felipe Silva,12397451765,55,197654597
Camila Ribeiro,58909576907,26,419436711
Lucas Souza,67977158341,68,770007978
Carolina Freitas,78279600215,55,333198597
Isabela Pires,17763579106,24,432080027
Marcos Pires,97377794877,90,098827737
Renata Almeida,62287480411,38,495223549
Aline Ribeiro,81900973874,35,195446314
Maria Barbosa,25347610451,78,062978600
Eduardo Reis,51332080995,61,032664535
Isabela Ribeiro,08076604278,47,440148782
Gabriel Melo,27845132049,63,067006639
João Martins,15922217541,38,423222941
João Gomes,34537585950,25,767151790
Aline Campos,41102050745,44,902360767
Diego Ribeiro,60300256330,37,232024887
Carlos Campos,23795852335,39,472600354
Juliana Vieira,38002536880,84,294420789
Carolina Melo,50457395064,47,704045788
Rodrigo Dias,50324756566,86,187993866
Gustavo Fernandes,60193311287,80,818960992
Ana Pereira,77213208894,20,059088060
Patrícia Teixeira,93850769993,25,227301491
João Correia,22449381344,78,293837804
Natália Melo,41076760557,62,554036250
Camila Reis,33566601806,78,531338122
Maria Pires,76667640087,84,682361998
Camila Martins,25171187887,50,518905631
Camila Pires,83075015285,59,407919094
Letícia Almeida,94785436864,25,853971884
Paulo Pereira,52545057449,42,753217290
Beatriz Almeida,52584549667,61,305675876
Carolina Martins,56775717413,76,047715255
Rafael Campos,15731561334,86,089592346
Lucas Araújo,49027164580,77,770505250
Fernanda Oliveira,40299154431,87,485424623
Letícia Moreira,55381036065,34,880684241
Eduardo Freitas,35352121401,50,630753954
Amanda Oliveira,58044234215,47,863375203
Felipe Monteiro,28002742037,21,423281612
João Reis,47763338953,48,660284171
Natália Correia,58794257620,87,887796004
Ricardo Nascimento,63502526465,60,443128470
Aline Pires,79773868741,83,486777017
Lucas Barbosa,88484861600,66,138525447
Eduardo Souza,93723831424,18,223651350
Gustavo Nascimento,18966412577,83,300395288
Diego Martins,84692932578,63,033148614
André Almeida,74789490672,30,046914258
Gustavo Correia,26962109055,51,232282628
Eduardo Moura,46558822358,28,214200750
Rafael Gomes,22648827208,64,419478496
Carolina Rodrigues,21869999954,60,931949842
Renata Pires,66492188434,71,313849575
Isabela Campos,45036729939,33,689435676
Tatiane Almeida,96051196470,77,187525042
Natália Vieira,25429814097,84,013379405
Renata Correia,09721273707,53,021661814
Marcos Moura,95351099303,27,527926250
Marcos Vieira,46715351814,34,442239895
Rafael Carvalho,41057804495,36,990820773
Maria Dias,60014371984,38,508331226
Renata Batista,44378105689,20,972145163
Letícia Correia,87634025316,50,830336105
Larissa Monteiro,64090299254,67,358026269
Gabriel Teixeira,73551350869,46,906027244
Larissa Cardoso,42691361741,30,763046386
João Oliveira,43887717272,37,308574219
Gabriel Correia,24798772539,72,594979422
Carolina Fernandes,72763093419,68,916262026
Ricardo Freitas,14862174103,63,936493585
Renata Campos,87354746009,22,168607026
Rodrigo Correia,58071752622,21,287847047
Gustavo Oliveira,45258078524,84,131852156
Gabriel Barbosa,51162253408,53,554439002
Camila Fernandes,63529440392,46,233790670
Fernanda Rocha,73198759483,51,155020053
Sérgio Carvalho,06802584810,85,683513217
Natália Oliveira,22474256315,47,193630384
Juliana Cavalcante,47851991968,72,268680120
Carlos Melo,91623210029,88,834522116
Isabela Costa,65793595106,55,277669848
Letícia Moura,28966029783,89,578910048
Amanda Gomes,51236091736,84,997928413
Beatriz Rodrigues,67619807781,87,376594332
Juliana Campos,15410595538,75,313670665
Marcos Araújo,95572054538,46,378047378
Natália Pires,60395294305,32,092720104
Patrícia Nascimento,60324324010,24,387831259
Carlos Lima,90475325227,34,094856684
Ana Reis,25699147722,68,234534398
Sérgio Freitas,42528788223,49,624053852
Patrícia Fernandes,87407893360,42,404510410
Carlos Freitas,73630044241,81,787023882
Marcos Cavalcante,80564420344,60,393041662
Natália Reis,15609322448,49,988190469
Ricardo Araújo,25061359413,62,540786376
Ricardo Ribeiro,78400665824,61,321150528
Eduardo Dias,90973981758,68,929298308
Sérgio Barbosa,25729154839,34,790189159
Sérgio Dias,29280133062,75,945714384
Renata Lima,70754969521,48,266604017
Letícia Araújo,19913535155,56,602486720
Felipe Barbosa,76708976632,18,820960167
Bruno Melo,01710988105,37,934958218
Gustavo Cardoso,21840991001,75,619326104
Rodrigo Monteiro,27873867111,88,223782299
Isabela Silva,58775605219,58,034866724
Maria Campos,24647015493,61,058408697
Maria Souza,68706708476,42,859870964
Renata Carvalho,77076993983,90,214104355
Camila Correia,57463492367,47,837720042
Amanda Araújo,59951028097,25,799170995
Sérgio Cardoso,82429547816,58,788388462
Aline Freitas,29839761265,69,466229512
Felipe Pires,05675272121,20,578743485
Rodrigo Nascimento,25599477442,34,854876379
Carlos Teixeira,50441860567,32,379131202
Letícia Melo,92968891604,63,160026254
Bruno Almeida,91353479758,70,000233421
Amanda Monteiro,46600434815,38,465944155
Eduardo Rodrigues,47885474470,52,582554535
Gabriel Freitas,55302080417,26,229425100
Rodrigo Moreira,94838540322,31,613546251
Maria Moura,51161099476,36,871063266
Renata Pereira,56891240335,38,520530636
Sérgio Melo,15313119548,72,766206079
Beatriz Souza,86916102601,55,476868740
Natália Batista,01976801853,47,068149053
Maria Martins,92209487219,76,606984982
Gustavo Moura,51453280226,57,591028585
Felipe Vieira,10375746065,48,331940064
João Pires,15862833880,87,745242793
Carlos Barbosa,59658745011,82,497984382
Felipe Freitas,82543982500,70,198160744
Natália Carvalho,02956067149,54,269058354
Larissa Moura,12453580402,36,062765573
Carlos Oliveira,44491070208,50,719374467
Rodrigo Batista,09800851316,74,098127814
Eduardo Araújo,52843258761,59,036177908
Ana Gomes,86424919828,33,836018199
Natália Dias,01993279226,23,071266409
Maria Araújo,12970980518,23,716089265
Maria Cardoso,22905458126,25,121783890
Tatiane Pereira,91290066929,49,357882550
Rodrigo Teixeira,13474664611,62,625599002
Ana Lima,20648882806,22,333408982
Tatiane Martins,98879539737,81,228832144
Ricardo Monteiro,18534424332,33,119178979
Fernanda Cavalcante,07169951889,52,492298878
Patrícia Pereira,97612406799,60,085583144
Marcos Campos,20610394713,36,892708345
Beatriz Moreira,52031072124,84,962569949
Beatriz Moura,16032033816,83,862591118
Renata Nascimento,30426165451,45,380562496
Felipe Reis,67351320937,59,699693674
Ana Oliveira,19180424257,37,779979393
Lucas Carvalho,59232118686,42,737889675
Gabriel Ribeiro,46918395342,58,075406464
Paulo Fernandes,27194702292,43,230303500
Sérgio Martins,24725739189,76,112285638
Eduardo Ribeiro,89120569729,50,652452363
André Ribeiro,76404014150,61,686925896
Letícia Barbosa,62675376019,39,716683195
Fernanda Souza,97231618393,79,469894575
Ana Cavalcante,11338271619,81,473941194
Fernanda Araújo,84986276629,69,113816458
Paulo Rodrigues,27507908643,63,733288291
André Gomes,43916494188,74,434995716
Gabriel Pires,31370420592,79,355949823
André Cardoso,88499070040,87,147248254
Paulo Barbosa,27125478058,68,704442428
Rafael Souza,88127380622,72,841867451
Tatiane Costa,19998153826,26,385463007
João Monteiro,62059733056,55,861613441
Renata Reis,40249287143,39,374770980
Bruno Reis,66546674572,46,226032642
Ana Batista,41903215693,70,335466816
Gabriel Rocha,97808553745,80,830032631
Gabriel Nascimento,82789159599,52,985563481
Beatriz Carvalho,83427053094,21,442590645
Bruno Moura,14702266702,69,368526962
Camila Nascimento,88285660397,62,913274454
Felipe Rodrigues,57676729045,90,877194511
Bruno Vieira,04190270496,62,715503712
Patrícia Campos,56269252224,57,699838022
Carlos Monteiro,74068229370,73,566523253
Diego Silva,00695170627,62,860060601
Diego Rocha,68843479637,36,667364661
Beatriz Oliveira,91886264236,50,972884418
Sérgio Correia,43059020535,76,144604743
Renata Freitas,81893794929,42,922659039
Carlos Cardoso,47193563398,39,282711927
Larissa Vieira,22959817965,33,256715574
Carolina Gomes,71856327976,83,980689747
Gabriel Souza,10509689668,74,033924019
Carlos Ribeiro,48265753326,79,143994321
André Martins,57804043917,76,732184004
Ricardo Batista,33304436393,76,813783190
Juliana Souza,49720670774,38,701919946
Lucas Fernandes,01059120700,34,153670303
Letícia Ribeiro,15216625613,48,598973065
Letícia Martins,31217398432,27,025103137
Beatriz Cavalcante,58406013309,86,431021232
André Fernandes,03547844372,30,869816021
Gustavo Costa,56112693358,72,312595471
André Nascimento,18738103337,46,473438424
Patrícia Gomes,14566944173,70,405474610
Gabriel Reis,25822599500,62,529238503
Rodrigo Fernandes,43713251300,43,247434112
Sérgio Nascimento,71914259292,19,473073444
Patrícia Oliveira,09140937250,39,976952446
Rafael Pires,97278120507,65,769299557
Marcos Costa,43579725360,43,890955126
Rodrigo Melo,27014208681,26,593339983
Paulo Gomes,93740901405,44,632166826
Beatriz Dias,92904365199,90,269585945
André Araújo,98353844420,39,441831769
Aline Souza,91914691985,18,439186719
Aline Carvalho,00638153803,69,070347467
Marcos Lima,44524989178,18,638893860
Tatiane Correia,72455533118,84,622454677
Larissa Rodrigues,90244548976,80,498140362
Paulo Moreira,00559024131,70,199499905
Rafael Correia,29910920667,41,654455595
Bruno Moreira,53898189646,62,711584048
Fernanda Gomes,95366816860,51,087520099
Renata Cavalcante,62184816229,70,524529152
Fernanda Monteiro,95189570765,72,532751279
Gustavo Rocha,18211315650,80,265499557
Patrícia Moreira,99857415610,28,119566698
Amanda Martins,01483273723,59,213472956
Tatiane Cardoso,03658227383,71,324658972
Bruno Pires,90385990986,83,083930274
André Correia,84867273775,75,686282076
Aline Correia,29282803500,54,253637472
Gustavo Gomes,60923719610,61,592341281
Diego Batista,46964712070,81,502501121
Paulo Moura,38152461936,43,065127749
Camila Pereira,77498464536,19,120173636
João Vieira,49858523459,35,180823749
Amanda Freitas,88885302351,36,593560567
Natália Ribeiro,68019232929,35,614464567
Eduardo Correia,00721316675,52,216095688
Patrícia Cavalcante,63781911727,49,592849366
Larissa Pereira,75964563245,57,856923454
Bruno Araújo,06263481612,73,270951263
Ricardo Cavalcante,56114432169,18,158044985
Tatiane Vieira,59227521670,19,415763880
João Moura,25300357563,49,907177607
Juliana Lima,37922758853,35,994976505
Marcos Rodrigues,32723406504,27,400541516
Rafael Lima,71800146427,85,066103260
Eduardo Fernandes,70729595673,75,842421493
Lucas Silva,89362525747,70,665458890
Ana Martins,02935326566,49,369720917
João Pereira,57606687371,40,895313498
Ana Silva,25682145848,31,094093614
Gustavo Silva,94284941685,60,220359985
Rafael Costa,93841195349,36,256678939
Aline Cavalcante,15939589571,85,207138850
Fernanda Freitas,83211107026,19,902354863
Bruno Martins,28876265698,25,406352784
Letícia Batista,45359922897,57,069507969
Paulo Rocha,61030175726,67,450772406
Amanda Moreira,31581857712,85,313729157
Carolina Teixeira,28210323949,51,266983984
Patrícia Lima,29341542988,80,435269930
Beatriz Cardoso,38048167511,67,346656969
Felipe Souza,74673445945,18,605155625
Letícia Rocha,54684616161,27,339803402
Paulo Vieira,60710737079,81,625504423
Rodrigo Reis,35662462531,76,347196956
Eduardo Pires,79634925452,61,592859280
Rafael Pereira,40387657785,59,128676535
Juliana Dias,58947035788,65,921183564
Paulo Cardoso,80648088976,89,498342441
Paulo Pires,98368674038,61,668153947
Amanda Pereira,16466313111,21,232384734
Letícia Oliveira,13617326519,55,819883041
Juliana Barbosa,59141338855,69,171985770
Sérgio Rodrigues,68840453132,47,751220592
Lucas Martins,45554957742,52,850332629
Eduardo Moreira,82084875305,78,189752620
